Closest_match,Score,Expected,Template_length,Template_Identity,Template_Coverage,Query_Identity,Query_Coverage,Depth,q_value,p_value,LCA_TaxId,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species
1294304|CP005393.2 Saccharomyces cerevisiae YJM193 chromosome XIII sequence,663422,42537,934902,31.43,33.31,94.37,300.21,832062.78,546062.77,1e-26,4893,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,,
1294307|CP004414.2 Saccharomyces cerevisiae YJM248 chromosome I genomic sequence,121076,8689,190962,34.93,37.27,93.73,268.33,152769.6,97335.83,1e-26,4893,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,,
"1613|LC094438.1 Lactobacillus fermentum gene for 16S ribosomal RNA, partial sequence, strain: B36",954,69,1536,68.1,72.33,94.15,138.25,1105.92,763.41,1e-26,33958,Bacteria,unk_k,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,,
1294380|CP005374.2 Saccharomyces cerevisiae YJM1478 chromosome XI sequence,897358,30122,662077,49.3,52.12,94.6,191.88,1059323.2,810902.66,1e-26,4893,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,,
1294309|CP005594.2 Saccharomyces cerevisiae YJM271 chromosome XV sequence,667466,48963,1076152,28.88,30.48,94.74,328.04,850160.0800000001,533959.91,1e-26,4893,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,,
1294384|CP006114.2 Saccharomyces cerevisiae YJM1549 chromosome VIII sequence,603932,40217,883917,36.0,38.14,94.39,262.21,786686.13,493322.98,1e-26,4893,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,,
1294304|CP004755.2 Saccharomyces cerevisiae YJM193 chromosome V sequence,301014,24993,549296,30.74,32.66,94.1,306.16,395493.12,233697.88,1e-26,4893,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,,
"287|CP016214.1 Pseudomonas aeruginosa strain PA121617, complete genome",6707524,292359,6430493,33.66,35.73,94.21,279.89,10674618.379999999,5879289.73,1e-26,135621,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,,
1294361|CP005355.2 Saccharomyces cerevisiae YJM1389 chromosome XI sequence,674948,30243,664709,49.58,52.57,94.31,190.22,897357.15,589405.63,1e-26,4893,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,,
1294380|CP005475.2 Saccharomyces cerevisiae YJM1478 chromosome XIII sequence,537140,41156,904546,30.06,31.91,94.22,313.38,687454.96,425386.32,1e-26,4893,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,,
1294313|CP006225.2 Saccharomyces cerevisiae YJM470 chromosome XVI sequence,658146,41050,902232,33.29,35.3,94.29,283.29,812008.8,544634.42,1e-26,4893,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,,
"562|LT601384.1 Escherichia coli isolate NCTC86EC genome assembly, chromosome: I",20203144,233464,5144250,56.25,58.86,95.56,169.89,21194310.0,19513417.48,1e-26,543,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,
1294309|CP004666.2 Saccharomyces cerevisiae YJM271 chromosome IV sequence,1427852,66771,1467677,43.51,45.98,94.64,217.49,1819919.48,1239469.64,1e-26,4893,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,,
1294380|CP005066.2 Saccharomyces cerevisiae YJM1478 chromosome IX sequence,350642,18661,410146,30.19,31.54,95.72,317.06,414247.46,298428.29,1e-26,4893,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,,
1294345|CP005636.2 Saccharomyces cerevisiae YJM1307 chromosome XV sequence,1630732,47237,1038341,56.42,59.38,95.0,168.39,2107832.23,1494338.57,1e-26,4893,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,,
1294316|CP006136.2 Saccharomyces cerevisiae YJM555 chromosome VIII sequence,278810,24195,531757,26.19,27.74,94.41,360.46,319054.2,213951.48,1e-26,4893,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,,
1294384|CP006326.2 Saccharomyces cerevisiae YJM1549 chromosome III sequence,268314,14133,310611,39.38,41.68,94.49,239.92,338565.99000000005,228743.26,1e-26,4893,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,,
"1351|AP017623.1 Enterococcus faecalis DNA, complete genome, strain: W11",5751714,122987,2704865,21.63,22.85,94.67,437.69,7600670.65,5393049.12,1e-26,81852,Bacteria,unk_k,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,,
"1351|KX752885.1 Enterococcus faecalis strain SNNU0264 16S ribosomal RNA gene, partial sequence",778,66,1461,70.5,78.85,89.41,126.82,1154.19,599.5,1e-26,81852,Bacteria,unk_k,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,,
"287|CP017149.1 Pseudomonas aeruginosa strain ATCC 15692, complete genome",10385746,285216,6276434,42.93,45.31,94.75,220.71,17134664.82,9560588.63,1e-26,135621,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,,
1294384|CP004497.2 Saccharomyces cerevisiae YJM1549 chromosome I genomic sequence,176154,9014,198119,41.94,44.54,94.15,224.51,221893.28000000003,150865.22,1e-26,4893,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,,
"562|CP016404.1 Escherichia coli strain 210221272, complete genome",9794582,212168,4668621,44.32,46.79,94.73,213.72,10831200.719999999,9176071.09,1e-26,543,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,
"1613|CP017151.1 Lactobacillus fermentum strain NCC2970, complete genome",19211480,88502,1949874,72.13,75.68,95.31,132.13,26479288.92,18947596.51,1e-26,33958,Bacteria,unk_k,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,,
"562|CP013190.1 Escherichia coli strain FORC_031, complete genome",3063450,219699,4830073,24.81,26.42,93.89,378.51,3381051.0999999996,2463157.86,1e-26,543,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,
"287|CP017353.1 Pseudomonas aeruginosa strain FA-HZ1, complete genome",4468336,312287,6866790,23.08,24.64,93.66,405.9,6386114.7,3613072.18,1e-26,135621,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,,
"287|CP015003.1 Pseudomonas aeruginosa strain PA11803, complete genome",5500762,318602,7006578,28.63,30.59,93.59,326.92,8407893.6,4614728.0,1e-26,135621,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,,
"1613|KT800398.1 Lactobacillus fermentum strain CSL31 16S ribosomal RNA gene, partial sequence",3770,62,1380,95.36,100.58,94.81,99.42,6748.2,3585.73,1e-26,33958,Bacteria,unk_k,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,,
1613|CP017712.1 Lactobacillus fermentum strain 47-7 genome,14965910,95309,2098685,55.91,58.58,95.44,170.7,22623824.299999997,14682393.04,1e-26,33958,Bacteria,unk_k,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,,
1294380|CP005277.2 Saccharomyces cerevisiae YJM1478 chromosome VII sequence,1244702,48049,1056142,52.14,55.04,94.72,181.67,1637020.1,1107696.32,1e-26,4893,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,,
"562|CP013483.1 Escherichia coli strain Y5, complete genome",13652290,219812,4839266,55.95,59.15,94.59,169.07,15340473.219999999,13006785.43,1e-26,543,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,
"287|CP013113.1 Pseudomonas aeruginosa strain PAER4_119, complete genome",10530160,295582,6504659,42.74,45.21,94.55,221.2,16521833.86,9675693.41,1e-26,135621,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,,
1294380|CP005577.2 Saccharomyces cerevisiae YJM1478 chromosome XIV sequence,420584,34216,752008,30.93,32.78,94.35,305.03,526405.6,328231.02,1e-26,4893,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,,
1294345|CP006167.2 Saccharomyces cerevisiae YJM1307 chromosome XVI sequence,1235840,41285,907466,54.42,57.29,94.98,174.54,1633438.8,1117321.4,1e-26,4893,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,,
1294309|CP006217.2 Saccharomyces cerevisiae YJM271 chromosome XVI sequence,948812,41583,913984,45.14,47.6,94.84,210.1,1197319.04,831044.43,1e-26,4893,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,,
"1351|CP018102.1 Enterococcus faecalis strain L12, complete genome",25127140,121015,2668255,31.06,32.33,96.08,309.31,33113044.55,24766414.91,1e-26,81852,Bacteria,unk_k,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,,
"90371|CP017618.1 Salmonella enterica subsp. enterica serovar Typhimurium strain 22495 plasmid unnamed1, complete sequence",116688,4234,93055,28.22,29.33,96.2,340.95,180526.69999999998,104578.47,1e-26,543,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,
"562|CP017847.1 Escherichia coli strain FMU073332 plasmid pEcoFMU073332c, complete sequence",1687312,5156,113343,56.46,59.53,94.84,167.98,2122914.39,1671905.99,1e-26,543,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,
"287|CP013477.1 Pseudomonas aeruginosa strain SCVFeb, complete genome",11328198,282300,6213026,39.59,41.79,94.73,239.28,18328426.7,10508752.17,1e-26,135621,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,,
"562|CP010129.1 Escherichia coli strain C9, complete genome",4055906,205929,4527935,32.09,34.3,93.56,291.56,4663773.05,3477919.04,1e-26,543,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,
"562|CP010144.1 Escherichia coli strain D4 plasmid A, complete genome",578002,5194,114159,35.84,37.88,94.62,264.02,841351.83,562604.57,1e-26,543,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,
"562|CP010152.1 Escherichia coli strain D9, complete genome",9286728,210770,4637555,54.41,57.5,94.63,173.91,11501136.4,8673126.35,1e-26,543,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,
"562|CP010160.1 Escherichia coli strain H1, complete genome",8017898,219031,4818512,24.05,25.45,94.51,392.97,9877949.6,7384101.09,1e-26,543,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,
"562|CP010171.1 Escherichia coli strain H7, complete genome",5483230,218588,4807161,36.59,38.75,94.43,258.06,6633882.18,4860985.34,1e-26,543,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,
"562|CP010231.1 Escherichia coli strain S30, complete genome",3113500,212148,4664102,21.28,22.6,94.12,442.39,4011127.7199999997,2531187.06,1e-26,543,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,
"562|CP010237.1 Escherichia coli strain S43, complete genome",7116680,229295,5043711,19.97,21.25,93.97,470.61,8826494.25,6457422.05,1e-26,543,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,
1294345|CP004708.2 Saccharomyces cerevisiae YJM1307 chromosome IV sequence,2415630,67507,1484054,60.89,63.83,95.4,156.67,3131353.94,2220447.94,1e-26,4893,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,,
1294313|CP004768.2 Saccharomyces cerevisiae YJM470 chromosome V sequence,346550,25518,560843,30.41,32.18,94.51,310.75,431849.11,276994.5,1e-26,4893,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,,
1294380|CP004838.2 Saccharomyces cerevisiae YJM1478 chromosome V sequence,662176,25298,556033,45.27,47.74,94.84,209.49,828489.17,590003.23,1e-26,4893,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,,
1294345|CP004938.2 Saccharomyces cerevisiae YJM1307 chromosome VI sequence,235146,10996,241665,48.01,50.98,94.17,196.15,294831.3,204122.66,1e-26,4893,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,,
"1280|KY086724.1 Staphylococcus aureus strain S8-P RpoB (rpoB) gene, partial cds",2088,161,3552,69.51,74.27,93.59,134.65,2628.48,1649.57,1e-26,90964,Bacteria,unk_k,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,,
"1613|KX388385.1 Lactobacillus fermentum strain GCUF-BNB-3 16S ribosomal RNA gene, partial sequence",1200,69,1519,69.52,76.63,90.72,130.5,1868.37,1007.7,1e-26,33958,Bacteria,unk_k,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,,
"562|CP018801.1 Escherichia coli strain tolC-, complete genome",2624574,217989,4792200,28.73,30.9,92.98,323.65,3210774.0,2037473.95,1e-26,543,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,
1351|CP015998.1 Enterococcus faecalis strain AMB05 genome,43229524,122688,2711602,42.6,44.52,95.7,224.64,53147399.2,42862847.82,1e-26,81852,Bacteria,unk_k,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,,
"1613|CP019030.1 Lactobacillus fermentum strain SNUV175, complete genome",24292824,98730,2176678,65.24,68.39,95.39,146.22,31518297.44,23998230.14,1e-26,33958,Bacteria,unk_k,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,,
"562|CP019213.1 Escherichia coli strain WCHEC1613, complete genome",4640866,212424,4671098,35.21,37.41,94.13,267.34,6072427.4,4040783.26,1e-26,543,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,
1294387|CP006209.2 Saccharomyces cerevisiae YJM1592 chromosome XVI sequence,492784,40974,900534,34.56,36.72,94.11,272.3,630373.7999999999,382442.67,1e-26,4893,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,,
"287|LT673656.1 Pseudomonas aeruginosa isolate PcyII-10 genome assembly, chromosome: PcyII-10",14132348,285631,6288645,50.76,53.59,94.71,186.6,22890667.8,13298088.19,1e-26,135621,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,,
"1613|AP017973.1 Lactobacillus fermentum DNA, complete genome, strain: MTCC 25067",4072186,88897,1954694,36.57,39.48,92.62,253.27,4945375.819999999,3813090.3,1e-26,33958,Bacteria,unk_k,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,,
"1351|CP019512.1 Enterococcus faecalis strain CLB21560, complete genome",15445530,141275,3111017,25.18,26.37,95.51,379.25,20159390.16,15026824.27,1e-26,81852,Bacteria,unk_k,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,,
"1639|CP019616.1 Listeria monocytogenes strain 10-092876-1063 LM3, complete genome",9634032,132427,2913947,49.13,52.2,94.12,191.58,14569735.0,9243932.09,1e-26,186820,Bacteria,unk_k,Firmicutes,Bacilli,Bacillales,Listeriaceae,,
"562|CP019778.1 Escherichia coli strain NCTC86, complete genome",3495404,232506,5111920,26.97,28.75,93.81,347.81,3833940.0,2855888.33,1e-26,543,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,
"562|CP018962.1 Escherichia coli strain Ecol_422, complete genome",8725042,215788,4747607,45.32,47.93,94.54,208.62,10634639.680000002,8098509.56,1e-26,543,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,
"562|CP019005.1 Escherichia coli strain Ecol_AZ155, complete genome",8206882,213225,4690903,32.61,34.87,93.52,286.78,9006533.76,7588804.23,1e-26,543,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,
1639|KY094152.1 Listeria monocytogenes clone LM3 genomic sequence,15916900,1663,36629,99.72,100.01,99.72,99.99,20260965.06,15911910.96,1e-26,1639,Bacteria,unk_k,Firmicutes,Bacilli,Bacillales,Listeriaceae,Listeria,Listeria monocytogenes
"1639|CP015593.1 Listeria monocytogenes strain ICDC-LM188, complete genome",4682062,135639,2982685,32.24,34.47,93.55,290.13,6860175.499999999,4290418.92,1e-26,186820,Bacteria,unk_k,Firmicutes,Bacilli,Bacillales,Listeriaceae,,
"4932|CP020182.1 Saccharomyces cerevisiae strain SK1 chromosome IX, complete sequence",337768,20457,449612,20.19,21.0,96.13,476.2,436123.64,281068.05,1e-26,4893,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,,
"4932|CP020194.1 Saccharomyces cerevisiae strain Y12 chromosome IV, complete sequence",1106032,68129,1497473,36.41,38.51,94.55,259.67,1392649.8900000001,917455.15,1e-26,4893,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,,
"4932|CP020197.1 Saccharomyces cerevisiae strain Y12 chromosome VII, complete sequence",699672,50400,1107723,33.74,35.76,94.34,279.62,841869.48,562017.85,1e-26,4893,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,,
"4932|CP020198.1 Saccharomyces cerevisiae strain Y12 chromosome VIII, complete sequence",515658,24912,547529,45.02,47.95,93.91,208.57,602281.9,445513.01,1e-26,4893,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,,
"4932|CP020199.1 Saccharomyces cerevisiae strain Y12 chromosome IX, complete sequence",280134,19619,431184,29.56,31.49,93.86,317.56,310452.48,226412.34,1e-26,4893,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,,
"4932|CP020200.1 Saccharomyces cerevisiae strain Y12 chromosome X, complete sequence",584134,33016,725652,40.2,42.59,94.37,234.79,711138.96,492149.1,1e-26,4893,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,,
"4932|CP020204.1 Saccharomyces cerevisiae strain Y12 chromosome XIV, complete sequence",663236,36430,800685,43.65,46.44,93.99,215.32,832712.4,561532.34,1e-26,4893,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,,
"562|CP020118.1 Escherichia coli strain AR_0104 plasmid unitig_6, complete sequence",6137866,5056,111212,82.38,86.3,95.45,115.87,6424717.24,6122713.5,1e-26,543,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,
"562|CP016182.2 Escherichia coli strain EC590, complete genome",7597428,209914,4617703,40.28,42.72,94.28,234.07,9466291.149999999,6990259.54,1e-26,543,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,
"287|CP014866.1 Pseudomonas aeruginosa strain PA_154197, complete genome",7589584,292995,6445239,22.0,23.32,94.33,428.81,12374858.879999999,6754159.7,1e-26,135621,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,,
"1280|CP019945.1 Staphylococcus aureus strain BA01611, complete genome",768242202,118096,2885865,94.19,94.92,99.22,105.35,889048430.55,767887983.86,1e-26,1280,Bacteria,unk_k,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus
"287|CP008856.2 Pseudomonas aeruginosa strain F23197, complete genome",7018660,296295,6517340,31.64,33.64,94.04,297.27,11079478.0,6177779.53,1e-26,135621,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,,
"287|CP008859.2 Pseudomonas aeruginosa strain H5708, complete genome",17729708,287572,6334378,52.92,55.8,94.84,179.2,27871263.200000003,16885349.41,1e-26,135621,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,,
"287|CP008864.2 Pseudomonas aeruginosa strain W60856, complete genome",30376596,312582,6896700,56.55,59.5,95.04,168.08,44414748.0,29451583.88,1e-26,135621,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,,
"287|CP008869.2 Pseudomonas aeruginosa strain W16407, complete genome",8769190,309477,6808844,38.07,40.35,94.34,247.81,14298572.4,7882955.58,1e-26,135621,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,,
"287|CP008871.2 Pseudomonas aeruginosa strain W45909, complete genome",35483378,306976,6777566,64.89,68.13,95.25,146.78,55914919.5,34572981.09,1e-26,135621,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,,
"287|CP008872.2 Pseudomonas aeruginosa strain X78812, complete genome",7660888,288606,6348761,36.39,38.46,94.61,260.01,12253108.73,6836978.71,1e-26,135621,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,,
"1009714|CP020659.1 Pseudomonas aeruginosa PAK chromosome, complete genome",5314242,285719,6283316,24.52,26.08,94.02,383.45,8293977.12,4515394.5,1e-26,135621,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,,
"287|CP008858.2 Pseudomonas aeruginosa strain F63912, complete genome",10879690,300754,6618768,44.48,47.14,94.37,212.14,17208796.8,10009787.49,1e-26,135621,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,,
"1639|CP020774.1 Listeria monocytogenes strain H34, complete genome",2649824,131572,2892474,27.06,28.84,93.82,346.76,4078388.34,2280003.5,1e-26,186820,Bacteria,unk_k,Firmicutes,Bacilli,Bacillales,Listeriaceae,,
"562|LT838196.1 Escherichia coli isolate WI1 isolate genome assembly, chromosome: WI1",9653854,218593,4809920,41.95,44.47,94.33,224.85,11110915.200000001,9017432.43,1e-26,543,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,
"562|CP020835.1 Escherichia coli strain CFSAN051542, complete genome",3741516,222349,4888773,20.88,22.1,94.46,452.39,4742109.81,3124356.21,1e-26,543,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,
287|CP015647.1 Pseudomonas aeruginosa strain M8A1 genome,6009820,289557,6368297,32.98,34.93,94.39,286.26,9807177.38,5194386.04,1e-26,135621,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,,
287|CP015648.1 Pseudomonas aeruginosa strain M8A4 genome,24977844,288003,6349902,54.44,57.53,94.63,173.83,39051897.300000004,24126966.32,1e-26,135621,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,,
287|CP015649.1 Pseudomonas aeruginosa strain M28A1 genome,9083936,295401,6499441,32.52,34.43,94.44,290.43,13258859.64,8234945.27,1e-26,135621,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,,
287|CP015650.1 Pseudomonas aeruginosa strain Pb18 genome,5082230,291103,6401521,26.36,28.02,94.06,356.84,7873870.83,4272001.31,1e-26,135621,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,,
"1613|CP021104.1 Lactobacillus fermentum strain FTDC 8312, complete genome",181946416,99493,2239921,83.95,86.03,97.59,116.24,256694946.6,181648152.26,1e-26,2742598,Bacteria,unk_k,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,
562|CP017980.1 Escherichia coli strain CH611_eco genome,6089320,216948,4771482,40.21,42.69,94.19,234.25,7538941.5600000005,5468328.53,1e-26,543,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,
1351|CP021161.1 Enterococcus faecalis strain DD14 genome,20650062,131297,2893265,28.72,30.28,94.86,330.3,28643323.5,20259487.66,1e-26,81852,Bacteria,unk_k,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,,
"1613|MF139037.1 Lactobacillus fermentum strain SC_1 16S ribosomal RNA gene, partial sequence",898,64,1427,52.77,57.04,92.51,175.31,1412.73,720.72,1e-26,33958,Bacteria,unk_k,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,,
"1351|CP015883.1 Enterococcus faecalis strain sorialis, complete genome",11150826,130545,2873100,20.68,21.7,95.3,460.89,15715857.0,10765233.13,1e-26,81852,Bacteria,unk_k,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,,
"1613|CP021790.1 Lactobacillus fermentum strain LAC FRN-92, complete genome",88417018,92812,2063606,82.12,84.77,96.88,117.97,114736493.60000001,88138968.57,1e-26,2742598,Bacteria,unk_k,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,
"910265|LT883143.1 Pseudomonas aeruginosa C-NN2 isolate early isolate NN2 (clone C) genome assembly, chromosome: I",7681198,313800,6902967,35.45,37.65,94.17,265.64,12563399.940000001,6789062.17,1e-26,135621,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,,
"1613|KY595738.1 Lactobacillus fermentum strain NCC729 putative GTFB gene, complete cds",1383352,220,4839,99.98,99.98,100.0,100.02,1743249.75,1382691.7,1e-26,1613,Bacteria,unk_k,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,Limosilactobacillus fermentum
"1280|CP017090.1 Staphylococcus aureus strain ISU935, complete genome",3639014,130146,2861508,23.83,25.47,93.55,392.58,4320877.08,3266549.71,1e-26,90964,Bacteria,unk_k,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,,
"287|CP021999.1 Pseudomonas aeruginosa strain Pa84, complete genome",6327042,298567,6566724,33.56,35.71,93.98,280.0,10047087.72,5485155.39,1e-26,135621,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,,
"287|CP022001.1 Pseudomonas aeruginosa strain Pa1207, complete genome",6182646,337001,7411863,29.66,31.74,93.44,315.08,9042472.86,5241319.47,1e-26,135621,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,,
"1351|CP022059.1 Enterococcus faecalis strain FDAARGOS_338, complete genome",21747896,129795,2860587,34.13,35.7,95.6,280.14,28205387.819999997,21361588.77,1e-26,81852,Bacteria,unk_k,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,,
"1196174|CP008821.1 Listeria monocytogenes serotype 4b str. 02-6679, complete genome",3197042,132269,2908004,41.06,43.84,93.66,228.08,4769126.56,2821254.42,1e-26,186820,Bacteria,unk_k,Firmicutes,Bacilli,Bacillales,Listeriaceae,,
